Rank,Team,Age,"W
▼",L,ORtg,DRtg,Pace,FTr,3PAr,TS%,TOV%,ORB%,FT/FGA,,Year,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,
1,Boston Celtics*,28.2,64,18,123.2,111.6,11.6,97.2,0.224,0.471,0.578,10.8,24.9,0.18,2023,0.523,10.8,76.3,0.145,,TD Garden,"785,396","19,156"
2,Oklahoma City Thunder*,23.4,57,25,119.5,112.1,7.4,99.8,0.24,0.383,0.573,11.4,21.1,0.198,2023,0.53,13.6,73.8,0.202,,Paycom Center,"715,509","17,451"
3,Denver Nuggets*,27.1,57,25,118.5,113,5.5,96.8,0.224,0.352,0.562,11.5,25.5,0.17,2023,0.526,11.2,75.6,0.195,,Ball Arena,"807,062","19,684"
4,Minnesota Timberwolves*,27.2,56,26,115.6,109,6.6,97.1,0.27,0.384,0.559,13,23.2,0.209,2023,0.515,12.9,76.9,0.197,,Target Center,"720,960","17,584"
5,Los Angeles Clippers*,30.4,51,31,118.8,115.4,3.4,97.2,0.256,0.383,0.561,12,24.4,0.211,2023,0.541,11.7,74.8,0.183,,Crypto.com Arena,"776,782","18,946"
6,New York Knicks*,26.4,50,32,118.2,113.4,4.8,95.2,0.246,0.404,0.54,11.9,29.4,0.192,2023,0.543,12.3,76.1,0.176,,Madison Square Garden (IV),"808,885","19,729"
7,Dallas Mavericks*,26.5,50,32,117.6,115.4,2.2,100.1,0.251,0.441,0.562,11.2,22.2,0.19,2023,0.548,12.1,75.2,0.184,,American Airlines Center,"828,897","20,217"
8,New Orleans Pelicans*,26,49,33,117.4,112.9,4.5,97.9,0.261,0.373,0.558,11.8,24.4,0.202,2023,0.541,12.9,76.9,0.186,,Smoothie King Center,"692,054","17,301"
9,Phoenix Suns*,29.3,49,33,117.6,114.6,3,98.3,0.271,0.378,0.565,13.4,25,0.219,2023,0.536,11.3,75.6,0.178,,Footprint Center,"699,911","17,071"
10,Milwaukee Bucks*,30.2,49,33,118.4,115.8,2.6,99.9,0.27,0.43,0.568,11.5,21.8,0.209,2023,0.539,10.6,77.2,0.189,,Fiserv Forum,"740,850","17,659"
11,Cleveland Cavaliers*,26.2,48,34,115.2,112.7,2.5,97.2,0.234,0.422,0.557,12.4,23.2,0.179,2023,0.535,12.3,76.9,0.19,,Rocket Mortgage Fieldhouse,"793,167","19,432"
12,Philadelphia 76ers*,28.4,47,35,116.9,113.8,3.1,97.5,0.264,0.373,0.532,10.7,24.8,0.218,2023,0.537,13.1,74.3,0.215,,Wells Fargo Center,"821,714","20,042"
13,Indiana Pacers*,25.3,47,35,121,118,3,101.7,0.222,0.38,0.578,11.3,23.8,0.173,2023,0.556,12.1,74.1,0.228,,Gainbridge Fieldhouse,"677,554","16,526"
14,Orlando Magic*,24,47,35,113.4,111.3,2.1,96.9,0.287,0.369,0.541,13.3,25.3,0.218,2023,0.543,13.8,78.1,0.206,,Kia Center,"773,939","18,849"
15,Los Angeles Lakers*,28,47,35,115.9,115.3,0.6,100.9,0.276,0.358,0.566,12.5,19.9,0.216,2023,0.55,11.7,76.2,0.153,,Crypto.com Arena,"793,945","18,925"
16,Golden State Warriors,28.4,46,36,117.8,115.2,2.6,99.2,0.219,0.425,0.557,12.5,27.5,0.171,2023,0.539,11.5,76.1,0.195,,Chase Center,"740,624","18,064"
17,Miami Heat*,28,46,36,114,112.2,1.8,96.2,0.257,0.394,0.538,11.7,21.8,0.21,2023,0.543,12.7,78.1,0.174,,Kaseya Center,"809,743","19,750"
18,Sacramento Kings,26.4,46,36,116.9,115.2,1.7,98.8,0.229,0.432,0.556,11.6,24.5,0.171,2023,0.555,12.5,78.4,0.213,,Golden 1 Center,"735,015","17,927"
19,Houston Rockets,25.1,41,41,114.5,113.4,1.1,99,0.257,0.397,0.529,11.2,25.1,0.199,2023,0.533,12.2,76,0.219,,Toyota Center,"720,045","17,562"
20,Chicago Bulls,28.1,39,43,114.9,116.3,-1.4,96.3,0.236,0.358,0.534,11,25.1,0.187,2023,0.556,12.7,76.4,0.195,,United Center,"845,620","20,625"
21,Atlanta Hawks,26.2,36,46,117.2,119.4,-2.2,100.1,0.251,0.408,0.539,11.6,27.1,0.2,2023,0.572,12.4,75.2,0.192,,State Farm Arena,"696,418","16,986"
22,Brooklyn Nets,26.1,32,50,113.2,116.1,-2.9,96.9,0.234,0.412,0.531,11.8,25.2,0.177,2023,0.543,11.4,76,0.193,,Barclays Center,"720,291","17,568"
23,Utah Jazz,25.1,31,51,115.5,120.4,-4.9,99.5,0.251,0.406,0.539,13.6,28.1,0.209,2023,0.567,10.9,75.2,0.182,,Delta Center,"746,446","18,206"
24,Memphis Grizzlies,24.4,27,55,107.2,114.3,-7.1,98.2,0.238,0.428,0.509,13.4,23.8,0.182,2023,0.551,13.5,74.8,0.195,,FedEx Forum,"681,875","16,631"
25,Toronto Raptors,25.9,25,57,112.3,118.8,-6.5,99.4,0.241,0.369,0.535,12.4,24.2,0.182,2023,0.566,12.2,73.9,0.172,,Scotiabank Arena,"800,129","19,515"
26,San Antonio Spurs,23,22,60,110,116.4,-6.4,101.1,0.22,0.401,0.532,13.2,22.9,0.172,2023,0.555,11.7,76.4,0.174,,Frost Bank Center,"742,522","18,211"
27,Portland Trail Blazers,24.1,21,61,108.3,117.5,-9.2,97.2,0.228,0.37,0.503,13.4,27.5,0.181,2023,0.558,12.8,74,0.216,,Moda Center,"751,395","18,327"
28,Charlotte Hornets,25.1,21,61,109.3,119.8,-10.5,97.3,0.212,0.391,0.529,12.6,21.1,0.167,2023,0.572,12.3,74.5,0.188,,Spectrum Center,"674,400","16,449"
29,Washington Wizards,24.9,15,67,110.5,119.6,-9.1,102.7,0.221,0.389,0.538,12.2,20,0.169,2023,0.562,12,72.5,0.201,,Capital One Arena,"692,851","16,899"
30,Detroit Pistons,23.8,14,68,109.7,118.8,-9.1,99.8,0.246,0.36,0.526,13.5,23.9,0.193,2023,0.558,11.1,77.3,0.221,,Little Caesars Arena,"726,378","18,159"
1,Milwaukee Bucks*,29.8,58,24,115.4,111.9,3.5,100.5,0.248,0.446,0.555,12.7,25,0.184,2022,0.52,10.4,77.8,0.175,,Fiserv Forum,"718,786","17,531"
2,Boston Celtics*,27.4,57,25,118,111.5,6.5,98.5,0.243,0.48,0.566,12,22.1,0.197,2022,0.528,11.3,78.5,0.18,,TD Garden,"785,396","19,156"
3,Philadelphia 76ers*,28.2,54,28,117.7,113.3,4.4,96.9,0.3,0.389,0.563,12.6,21.6,0.25,2022,0.541,13,77.2,0.217,,Wells Fargo Center,"839,261","20,470"
4,Denver Nuggets*,26.6,53,29,117.6,114.2,3.4,98.1,0.259,0.361,0.573,13.1,24.8,0.194,2022,0.543,12.2,76.4,0.201,,Ball Arena,"788,635","19,235"
5,Cleveland Cavaliers*,25.4,51,31,116.1,110.6,5.5,95.7,0.264,0.371,0.556,12.3,23.6,0.206,2022,0.535,14.4,76.3,0.21,,Rocket Mortgage Fieldhouse,"777,280","18,958"
6,Memphis Grizzlies*,24.4,51,31,115.1,111.2,3.9,101.1,0.259,0.372,0.54,11.7,26.5,0.19,2022,0.526,13.1,75.9,0.206,,FedEx Forum,"707,836","17,264"
7,Sacramento Kings*,25.4,48,34,119.4,116.8,2.6,100.3,0.284,0.423,0.572,12,22.7,0.225,2022,0.563,12.6,77.2,0.203,,Golden 1 Center,"715,491","17,451"
8,New York Knicks*,24.5,47,35,117.8,114.8,3,97.1,0.285,0.4,0.541,11.4,28.3,0.217,2022,0.536,11.4,77.1,0.21,,Madison Square Garden (IV),"795,110","19,393"
9,Phoenix Suns*,28.1,45,37,115.1,113,2.1,98.2,0.241,0.362,0.535,12,26.6,0.191,2022,0.532,12.9,76,0.234,,Footprint Center,"699,911","17,071"
10,Brooklyn Nets*,28,45,37,115,114.1,0.9,98.3,0.26,0.397,0.562,12.7,19.6,0.208,2022,0.53,12.2,73.7,0.212,,Barclays Center,"724,439","17,669"
11,Golden State Warriors*,27.3,44,38,116.1,114.4,1.7,101.6,0.224,0.479,0.571,14.1,24.4,0.178,2022,0.54,12.3,76,0.214,,Chase Center,"740,624","18,064"
12,Los Angeles Clippers*,29.7,44,38,115,114.5,0.5,98,0.278,0.387,0.551,12.8,22.9,0.217,2022,0.543,11.7,76.6,0.195,,Crypto.com Arena,"720,543","17,574"
13,Miami Heat*,27.7,44,38,113,113.3,-0.3,96.3,0.27,0.408,0.53,12.4,22.8,0.224,2022,0.561,14.5,77.7,0.198,,Kaseya Center,"807,190","19,688"
14,Los Angeles Lakers*,27.9,43,39,114.5,113.9,0.6,101.3,0.299,0.351,0.542,12.3,22.8,0.232,2022,0.535,10.9,76.3,0.171,,Crypto.com Arena,"763,168","18,614"
15,New Orleans Pelicans,25.9,42,40,114.4,112.5,1.9,99.1,0.279,0.344,0.543,12.9,24.7,0.221,2022,0.543,13.4,77.4,0.212,,Smoothie King Center,"687,691","16,773"
16,Minnesota Timberwolves*,25.8,42,40,113.7,113.8,-0.1,101,0.271,0.381,0.56,13.6,21.5,0.205,2022,0.54,13.3,74.3,0.225,,Target Center,"687,510","16,769"
17,Toronto Raptors,25.8,41,41,115.5,114,1.5,97.1,0.257,0.351,0.517,10.3,27.8,0.201,2022,0.565,15.3,76.7,0.223,,Scotiabank Arena,"811,261","19,787"
18,Atlanta Hawks*,24.9,41,41,116.6,116.3,0.3,100.7,0.244,0.331,0.541,11.2,25.1,0.2,2022,0.552,12.4,75.8,0.206,,State Farm Arena,"719,787","17,556"
19,Chicago Bulls,27.5,40,42,113.5,112.2,1.3,98.5,0.251,0.333,0.55,12.2,20.1,0.203,2022,0.544,13.5,77.8,0.197,,United Center,"841,632","20,528"
20,Oklahoma City Thunder,22.8,40,42,115.2,114.2,1,101.1,0.256,0.369,0.531,11.2,24.7,0.207,2022,0.547,14.4,72.9,0.222,,Paycom Center,"636,903","15,534"
21,Dallas Mavericks,27.8,38,44,116.8,116.7,0.1,96.6,0.298,0.487,0.565,11.4,18,0.225,2022,0.549,11.9,75.5,0.226,,American Airlines Center,"827,282","20,178"
22,Utah Jazz,26.5,37,45,115.8,116.7,-0.9,100.5,0.265,0.421,0.547,13.3,26.8,0.209,2022,0.541,10.9,75.2,0.205,,Vivint Arena,"728,240","17,762"
23,Washington Wizards,26.2,35,47,114.4,115.6,-1.2,98.6,0.258,0.365,0.55,12.7,22.6,0.202,2022,0.54,11,76.1,0.194,,Capital One Arena,"710,481","17,329"
24,Indiana Pacers,24.5,35,47,114.6,117.7,-3.1,101.1,0.265,0.413,0.545,13,23.4,0.209,2022,0.554,13,72.2,0.229,,Gainbridge Fieldhouse,"641,562","15,648"
